LAMMPS Oil Droplet V3 - Physical Structure

1200 atoms
1100 bonds

3 atom types
1 bond types

0 200 xlo xhi
0 600 ylo yhi
0 360 zlo zhi

Atoms

613 52 3 0.0 100.655 306.745 179.618
614 52 3 0.0 101.453 307.792 179.088
615 52 3 0.0 102.451 308.839 178.559
616 52 3 0.0 103.249 309.886 178.029
617 52 3 0.0 104.247 310.932 177.500
618 52 3 0.0 105.045 311.979 176.971
619 52 3 0.0 106.043 313.026 176.441
620 52 3 0.0 106.841 314.073 175.912
621 52 3 0.0 107.839 315.119 175.382
622 52 3 0.0 108.637 316.166 174.853
623 52 3 0.0 109.635 317.213 174.323
624 52 3 0.0 110.433 318.260 173.794
625 53 3 0.0 94.705 314.461 164.246
626 53 3 0.0 95.027 315.684 163.401
627 53 3 0.0 95.430 316.906 162.556
628 53 3 0.0 95.752 318.129 161.711
629 53 3 0.0 96.155 319.352 160.865
630 53 3 0.0 96.477 320.574 160.020
631 53 3 0.0 96.880 321.797 159.175
632 53 3 0.0 97.202 323.019 158.329
633 53 3 0.0 97.605 324.242 157.484
634 53 3 0.0 97.928 325.465 156.639
635 53 3 0.0 98.330 326.687 155.793
636 53 3 0.0 98.653 327.910 154.948
637 54 3 0.0 94.293 319.747 195.641
638 54 3 0.0 94.300 319.559 194.113
639 54 3 0.0 94.308 319.372 192.584
640 54 3 0.0 94.314 319.184 191.056
641 54 3 0.0 94.323 318.996 189.527
642 54 3 0.0 94.329 318.808 187.999
643 54 3 0.0 94.338 318.620 186.470
644 54 3 0.0 94.344 318.433 184.942
645 54 3 0.0 94.352 318.245 183.413
646 54 3 0.0 94.359 318.057 181.885
647 54 3 0.0 94.367 317.869 180.356
648 54 3 0.0 94.374 317.681 178.828
649 55 3 0.0 115.308 321.060 166.551
650 55 3 0.0 115.533 322.157 167.595
651 55 3 0.0 115.814 323.253 168.639
652 55 3 0.0 116.039 324.350 169.683
653 55 3 0.0 116.320 325.447 170.726
654 55 3 0.0 116.545 326.544 171.770
655 55 3 0.0 116.826 327.641 172.814
656 55 3 0.0 117.051 328.737 173.858
657 55 3 0.0 117.333 329.834 174.902
658 55 3 0.0 117.557 330.931 175.945
659 55 3 0.0 117.839 332.028 176.989
660 55 3 0.0 118.064 333.125 178.033
661 56 3 0.0 109.008 286.832 190.609
662 56 3 0.0 109.840 286.663 191.732
663 56 3 0.0 110.880 286.493 192.855
664 56 3 0.0 111.713 286.324 193.977
665 56 3 0.0 112.753 286.154 195.100
666 56 3 0.0 113.586 285.984 196.222
667 56 3 0.0 114.626 285.815 197.345
668 56 3 0.0 115.458 285.645 198.468
669 56 3 0.0 116.499 285.476 199.590
670 56 3 0.0 117.331 285.306 200.713
671 56 3 0.0 118.372 285.136 201.836
672 56 3 0.0 119.204 284.967 202.958
673 57 3 0.0 96.074 314.328 189.000
674 57 3 0.0 97.094 314.026 188.189
675 57 3 0.0 98.368 313.725 187.378
676 57 3 0.0 99.387 313.423 186.567
677 57 3 0.0 100.661 313.122 185.757
678 57 3 0.0 101.681 312.820 184.946
679 57 3 0.0 102.955 312.519 184.135
680 57 3 0.0 103.974 312.218 183.325
681 57 3 0.0 105.248 311.916 182.514
682 57 3 0.0 106.267 311.615 181.703
683 57 3 0.0 107.542 311.313 180.892
684 57 3 0.0 108.561 311.012 180.082
685 58 3 0.0 112.274 298.126 178.613
686 58 3 0.0 111.510 298.057 177.407
687 58 3 0.0 110.556 297.989 176.200
688 58 3 0.0 109.792 297.920 174.994
689 58 3 0.0 108.837 297.851 173.788
690 58 3 0.0 108.073 297.782 172.582
691 58 3 0.0 107.118 297.713 171.375
692 58 3 0.0 106.354 297.644 170.169
693 58 3 0.0 105.399 297.575 168.963
694 58 3 0.0 104.635 297.506 167.757
695 58 3 0.0 103.680 297.437 166.550
696 58 3 0.0 102.917 297.368 165.344
697 59 3 0.0 90.079 312.687 165.520
698 59 3 0.0 89.727 312.992 166.963
699 59 3 0.0 89.286 313.298 168.407
700 59 3 0.0 88.934 313.603 169.851
701 59 3 0.0 88.493 313.908 171.295
702 59 3 0.0 88.141 314.214 172.738
703 59 3 0.0 87.701 314.519 174.182
704 59 3 0.0 87.348 314.824 175.626
705 59 3 0.0 86.908 315.129 177.070
706 59 3 0.0 86.555 315.435 178.513
707 59 3 0.0 86.115 315.740 179.957
708 59 3 0.0 85.762 316.045 181.401
709 60 3 0.0 118.318 305.570 186.641
710 60 3 0.0 118.856 306.225 185.420
711 60 3 0.0 119.529 306.880 184.199
712 60 3 0.0 120.067 307.535 182.978
713 60 3 0.0 120.739 308.190 181.758
714 60 3 0.0 121.277 308.845 180.537
715 60 3 0.0 121.950 309.500 179.316
716 60 3 0.0 122.488 310.155 178.095
717 60 3 0.0 123.160 310.809 176.874
718 60 3 0.0 123.698 311.464 175.653
719 60 3 0.0 124.370 312.119 174.433
720 60 3 0.0 124.908 312.774 173.212
721 61 3 0.0 99.722 306.634 183.746
722 61 3 0.0 100.100 306.034 182.409
723 61 3 0.0 100.573 305.434 181.072
724 61 3 0.0 100.950 304.834 179.734
725 61 3 0.0 101.423 304.234 178.397
726 61 3 0.0 101.801 303.634 177.060
727 61 3 0.0 102.273 303.034 175.722
728 61 3 0.0 102.651 302.434 174.385
729 61 3 0.0 103.123 301.834 173.047
730 61 3 0.0 103.501 301.234 171.710
731 61 3 0.0 103.974 300.634 170.373
732 61 3 0.0 104.351 300.034 169.035
733 62 3 0.0 115.911 310.045 185.923
734 62 3 0.0 114.980 309.047 186.060
735 62 3 0.0 113.815 308.049 186.198
736 62 3 0.0 112.884 307.050 186.336
737 62 3 0.0 111.719 306.052 186.474
738 62 3 0.0 110.788 305.054 186.612
739 62 3 0.0 109.623 304.055 186.749
740 62 3 0.0 108.692 303.057 186.887
741 62 3 0.0 107.527 302.059 187.025
742 62 3 0.0 106.596 301.060 187.163
743 62 3 0.0 105.431 300.062 187.300
744 62 3 0.0 104.500 299.064 187.438
745 63 3 0.0 84.176 293.574 173.937
746 63 3 0.0 85.365 293.878 174.197
747 63 3 0.0 86.852 294.183 174.457
748 63 3 0.0 88.042 294.487 174.716
749 63 3 0.0 89.529 294.791 174.976
750 63 3 0.0 90.719 295.096 175.236
751 63 3 0.0 92.206 295.400 175.496
752 63 3 0.0 93.396 295.704 175.755
753 63 3 0.0 94.883 296.008 176.015
754 63 3 0.0 96.073 296.313 176.275
755 63 3 0.0 97.560 296.617 176.535
756 63 3 0.0 98.749 296.921 176.795
757 64 3 0.0 104.989 292.896 161.682
758 64 3 0.0 104.756 292.888 160.170
759 64 3 0.0 104.466 292.879 158.658
760 64 3 0.0 104.233 292.870 157.146
761 64 3 0.0 103.943 292.862 155.633
762 64 3 0.0 103.710 292.853 154.121
763 64 3 0.0 103.420 292.844 152.609
764 64 3 0.0 103.187 292.836 151.096
765 64 3 0.0 102.897 292.827 149.584
766 64 3 0.0 102.664 292.818 148.072
767 64 3 0.0 102.373 292.810 146.559
768 64 3 0.0 102.141 292.801 145.047
769 65 3 0.0 92.824 282.961 176.094
770 65 3 0.0 92.899 283.228 174.580
771 65 3 0.0 92.993 283.495 173.066
772 65 3 0.0 93.068 283.762 171.552
773 65 3 0.0 93.161 284.030 170.039
774 65 3 0.0 93.236 284.297 168.525
775 65 3 0.0 93.330 284.564 167.011
776 65 3 0.0 93.405 284.831 165.497
777 65 3 0.0 93.499 285.098 163.983
778 65 3 0.0 93.574 285.365 162.470
779 65 3 0.0 93.667 285.632 160.956
780 65 3 0.0 93.742 285.899 159.442
781 66 3 0.0 117.503 286.925 163.771
782 66 3 0.0 118.591 287.208 163.107
783 66 3 0.0 119.952 287.492 162.443
784 66 3 0.0 121.040 287.776 161.779
785 66 3 0.0 122.400 288.059 161.115
786 66 3 0.0 123.488 288.343 160.451
787 66 3 0.0 124.849 288.626 159.787
788 66 3 0.0 125.937 288.910 159.123
789 66 3 0.0 127.297 289.194 158.459
790 66 3 0.0 128.385 289.477 157.795
791 66 3 0.0 129.746 289.761 157.131
792 66 3 0.0 130.834 290.044 156.467
793 67 3 0.0 89.533 318.573 186.084
794 67 3 0.0 90.596 318.627 186.861
795 67 3 0.0 91.925 318.681 187.638
796 67 3 0.0 92.988 318.735 188.414
797 67 3 0.0 94.316 318.789 189.191
798 67 3 0.0 95.379 318.843 189.968
799 67 3 0.0 96.708 318.897 190.744
800 67 3 0.0 97.771 318.951 191.521
801 67 3 0.0 99.100 319.004 192.298
802 67 3 0.0 100.163 319.058 193.074
803 67 3 0.0 101.491 319.112 193.851
804 67 3 0.0 102.554 319.166 194.628
805 68 3 0.0 101.478 297.481 190.908
806 68 3 0.0 101.582 297.279 192.429
807 68 3 0.0 101.713 297.077 193.950
808 68 3 0.0 101.817 296.874 195.471
809 68 3 0.0 101.948 296.672 196.992
810 68 3 0.0 102.053 296.469 198.513
811 68 3 0.0 102.183 296.267 200.034
812 68 3 0.0 102.288 296.065 201.555
813 68 3 0.0 102.419 295.862 203.076
814 68 3 0.0 102.523 295.660 204.597
815 68 3 0.0 102.654 295.457 206.118
816 68 3 0.0 102.758 295.255 207.639
817 69 3 0.0 102.325 287.014 169.342
818 69 3 0.0 101.849 288.426 169.505
819 69 3 0.0 101.254 289.837 169.669
820 69 3 0.0 100.778 291.248 169.832
821 69 3 0.0 100.184 292.659 169.995
822 69 3 0.0 99.708 294.070 170.159
823 69 3 0.0 99.113 295.481 170.322
824 69 3 0.0 98.638 296.892 170.486
825 69 3 0.0 98.043 298.303 170.649
826 69 3 0.0 97.567 299.714 170.813
827 69 3 0.0 96.973 301.126 170.976
828 69 3 0.0 96.497 302.537 171.140
829 70 3 0.0 98.501 315.803 176.930
830 70 3 0.0 99.164 316.778 177.786
831 70 3 0.0 99.993 317.754 178.642
832 70 3 0.0 100.656 318.729 179.499
833 70 3 0.0 101.485 319.704 180.355
834 70 3 0.0 102.148 320.680 181.211
835 70 3 0.0 102.977 321.655 182.068
836 70 3 0.0 103.640 322.631 182.924
837 70 3 0.0 104.469 323.606 183.780
838 70 3 0.0 105.132 324.582 184.637
839 70 3 0.0 105.960 325.557 185.493
840 70 3 0.0 106.623 326.532 186.349
841 71 3 0.0 107.781 317.677 163.891
842 71 3 0.0 107.540 317.394 162.407
843 71 3 0.0 107.239 317.111 160.923
844 71 3 0.0 106.999 316.828 159.440
845 71 3 0.0 106.698 316.545 157.956
846 71 3 0.0 106.457 316.262 156.473
847 71 3 0.0 106.157 315.979 154.989
848 71 3 0.0 105.916 315.696 153.505
849 71 3 0.0 105.615 315.413 152.022
850 71 3 0.0 105.375 315.130 150.538
851 71 3 0.0 105.074 314.847 149.055
852 71 3 0.0 104.833 314.564 147.571
853 72 3 0.0 111.352 293.846 194.247
854 72 3 0.0 111.873 294.706 195.345
855 72 3 0.0 112.524 295.567 196.444
856 72 3 0.0 113.044 296.428 197.542
857 72 3 0.0 113.695 297.289 198.641
858 72 3 0.0 114.216 298.149 199.740
859 72 3 0.0 114.867 299.010 200.838
860 72 3 0.0 115.388 299.871 201.937
861 72 3 0.0 116.039 300.732 203.035
862 72 3 0.0 116.560 301.592 204.134
863 72 3 0.0 117.211 302.453 205.233
864 72 3 0.0 117.731 303.314 206.331
865 73 3 0.0 112.232 304.450 163.896
866 73 3 0.0 112.185 304.497 165.434
867 73 3 0.0 112.125 304.544 166.972
868 73 3 0.0 112.078 304.590 168.510
869 73 3 0.0 112.018 304.637 170.048
870 73 3 0.0 111.971 304.684 171.586
871 73 3 0.0 111.911 304.730 173.124
872 73 3 0.0 111.864 304.777 174.663
873 73 3 0.0 111.804 304.824 176.201
874 73 3 0.0 111.757 304.871 177.739
875 73 3 0.0 111.697 304.917 179.277
876 73 3 0.0 111.650 304.964 180.815
877 74 3 0.0 94.846 299.799 178.671
878 74 3 0.0 94.839 300.322 180.120
879 74 3 0.0 94.830 300.845 181.568
880 74 3 0.0 94.823 301.367 183.017
881 74 3 0.0 94.814 301.890 184.466
882 74 3 0.0 94.807 302.412 185.914
883 74 3 0.0 94.798 302.935 187.363
884 74 3 0.0 94.791 303.457 188.812
885 74 3 0.0 94.782 303.980 190.260
886 74 3 0.0 94.775 304.502 191.709
887 74 3 0.0 94.766 305.025 193.157
888 74 3 0.0 94.759 305.548 194.606
889 75 3 0.0 110.732 281.933 194.087
890 75 3 0.0 111.653 281.618 193.115
891 75 3 0.0 112.805 281.302 192.142
892 75 3 0.0 113.726 280.986 191.170
893 75 3 0.0 114.878 280.671 190.198
894 75 3 0.0 115.799 280.355 189.225
895 75 3 0.0 116.951 280.039 188.253
896 75 3 0.0 117.873 279.724 187.281
897 75 3 0.0 119.025 279.408 186.309
898 75 3 0.0 119.946 279.092 185.336
899 75 3 0.0 121.098 278.777 184.364
900 75 3 0.0 122.019 278.461 183.392
901 76 3 0.0 109.136 291.190 184.301
902 76 3 0.0 109.499 291.456 182.854
903 76 3 0.0 109.953 291.722 181.407
904 76 3 0.0 110.316 291.988 179.959
905 76 3 0.0 110.770 292.254 178.512
906 76 3 0.0 111.133 292.520 177.065
907 76 3 0.0 111.587 292.786 175.617
908 76 3 0.0 111.950 293.052 174.170
909 76 3 0.0 112.404 293.318 172.723
910 76 3 0.0 112.768 293.584 171.275
911 76 3 0.0 113.222 293.850 169.828
912 76 3 0.0 113.585 294.116 168.381
913 77 3 0.0 80.987 293.677 190.416
914 77 3 0.0 80.530 292.311 190.839
915 77 3 0.0 79.957 290.945 191.262
916 77 3 0.0 79.500 289.580 191.684
917 77 3 0.0 78.928 288.214 192.107
918 77 3 0.0 78.470 286.848 192.530
919 77 3 0.0 77.898 285.482 192.953
920 77 3 0.0 77.440 284.116 193.376
921 77 3 0.0 76.868 282.750 193.799
922 77 3 0.0 76.410 281.385 194.222
923 77 3 0.0 75.838 280.019 194.645
924 77 3 0.0 75.380 278.653 195.067
925 78 3 0.0 117.197 288.443 194.229
926 78 3 0.0 116.208 288.606 195.133
927 78 3 0.0 114.972 288.769 196.037
928 78 3 0.0 113.983 288.932 196.941
929 78 3 0.0 112.747 289.095 197.845
930 78 3 0.0 111.758 289.257 198.749
931 78 3 0.0 110.522 289.420 199.653
932 78 3 0.0 109.533 289.583 200.557
933 78 3 0.0 108.297 289.746 201.461
934 78 3 0.0 107.308 289.909 202.365
935 78 3 0.0 106.072 290.072 203.269
936 78 3 0.0 105.083 290.235 204.172
937 79 3 0.0 80.120 303.566 185.737
938 79 3 0.0 79.091 304.381 185.968
939 79 3 0.0 77.805 305.196 186.198
940 79 3 0.0 76.776 306.011 186.429
941 79 3 0.0 75.490 306.827 186.660
942 79 3 0.0 74.461 307.642 186.891
943 79 3 0.0 73.175 308.457 187.121
944 79 3 0.0 72.146 309.272 187.352
945 79 3 0.0 70.860 310.087 187.583
946 79 3 0.0 69.832 310.902 187.814
947 79 3 0.0 68.545 311.717 188.044
948 79 3 0.0 67.517 312.533 188.275
949 80 3 0.0 97.465 317.950 190.399
950 80 3 0.0 98.175 319.133 189.971
951 80 3 0.0 99.064 320.315 189.543
952 80 3 0.0 99.775 321.498 189.116
953 80 3 0.0 100.664 322.681 188.688
954 80 3 0.0 101.375 323.863 188.260
955 80 3 0.0 102.263 325.046 187.832
956 80 3 0.0 102.974 326.229 187.404
957 80 3 0.0 103.863 327.411 186.976
958 80 3 0.0 104.574 328.594 186.548
959 80 3 0.0 105.462 329.777 186.120
960 80 3 0.0 106.173 330.960 185.692
961 81 3 0.0 119.898 287.903 163.021
962 81 3 0.0 120.110 289.005 161.978
963 81 3 0.0 120.374 290.106 160.934
964 81 3 0.0 120.585 291.208 159.891
965 81 3 0.0 120.850 292.309 158.848
966 81 3 0.0 121.061 293.411 157.805
967 81 3 0.0 121.326 294.513 156.762
968 81 3 0.0 121.537 295.614 155.719
969 81 3 0.0 121.801 296.716 154.675
970 81 3 0.0 122.013 297.817 153.632
971 81 3 0.0 122.277 298.919 152.589
972 81 3 0.0 122.489 300.020 151.546
973 82 3 0.0 94.267 298.722 192.132
974 82 3 0.0 94.117 299.995 191.285
975 82 3 0.0 93.929 301.267 190.439
976 82 3 0.0 93.778 302.540 189.592
977 82 3 0.0 93.590 303.813 188.746
978 82 3 0.0 93.440 305.085 187.899
979 82 3 0.0 93.252 306.358 187.053
980 82 3 0.0 93.101 307.631 186.206
981 82 3 0.0 92.913 308.903 185.360
982 82 3 0.0 92.763 310.176 184.513
983 82 3 0.0 92.575 311.449 183.667
984 82 3 0.0 92.425 312.721 182.820
985 83 3 0.0 119.425 318.387 167.853
986 83 3 0.0 119.066 316.921 167.993
987 83 3 0.0 118.618 315.454 168.133
988 83 3 0.0 118.259 313.988 168.273
989 83 3 0.0 117.810 312.521 168.412
990 83 3 0.0 117.451 311.054 168.552
991 83 3 0.0 117.003 309.588 168.692
992 83 3 0.0 116.644 308.121 168.832
993 83 3 0.0 116.195 306.655 168.971
994 83 3 0.0 115.836 305.188 169.111
995 83 3 0.0 115.388 303.722 169.251
996 83 3 0.0 115.029 302.255 169.391
997 84 3 0.0 103.663 317.166 166.503
998 84 3 0.0 104.502 316.098 166.866
999 84 3 0.0 105.551 315.030 167.229
1000 84 3 0.0 106.389 313.962 167.591
1001 84 3 0.0 107.438 312.894 167.954
1002 84 3 0.0 108.277 311.826 168.316
1003 84 3 0.0 109.326 310.758 168.679
1004 84 3 0.0 110.165 309.691 169.041
1005 84 3 0.0 111.213 308.623 169.404
1006 84 3 0.0 112.052 307.555 169.767
1007 84 3 0.0 113.101 306.487 170.129
1008 84 3 0.0 113.940 305.419 170.492
1009 85 3 0.0 98.438 307.114 188.831
1010 85 3 0.0 97.669 307.212 190.029
1011 85 3 0.0 96.707 307.310 191.228
1012 85 3 0.0 95.937 307.408 192.427
1013 85 3 0.0 94.975 307.506 193.625
1014 85 3 0.0 94.205 307.605 194.824
1015 85 3 0.0 93.243 307.703 196.022
1016 85 3 0.0 92.474 307.801 197.221
1017 85 3 0.0 91.512 307.899 198.419
1018 85 3 0.0 90.742 307.997 199.618
1019 85 3 0.0 89.780 308.095 200.816
1020 85 3 0.0 89.011 308.194 202.015
1021 86 3 0.0 85.774 296.253 172.270
1022 86 3 0.0 86.281 296.792 173.566
1023 86 3 0.0 86.914 297.331 174.862
1024 86 3 0.0 87.421 297.870 176.158
1025 86 3 0.0 88.055 298.409 177.454
1026 86 3 0.0 88.562 298.948 178.750
1027 86 3 0.0 89.196 299.487 180.046
1028 86 3 0.0 89.702 300.026 181.342
1029 86 3 0.0 90.336 300.565 182.638
1030 86 3 0.0 90.843 301.104 183.934
1031 86 3 0.0 91.477 301.643 185.230
1032 86 3 0.0 91.984 302.182 186.526
1033 87 3 0.0 110.132 283.438 183.045
1034 87 3 0.0 110.800 284.408 183.901
1035 87 3 0.0 111.636 285.377 184.758
1036 87 3 0.0 112.304 286.347 185.614
1037 87 3 0.0 113.140 287.316 186.471
1038 87 3 0.0 113.809 288.285 187.327
1039 87 3 0.0 114.645 289.255 188.183
1040 87 3 0.0 115.313 290.224 189.040
1041 87 3 0.0 116.149 291.194 189.896
1042 87 3 0.0 116.818 292.163 190.752
1043 87 3 0.0 117.653 293.132 191.609
1044 87 3 0.0 118.322 294.102 192.465
1045 88 3 0.0 106.486 284.180 193.613
1046 88 3 0.0 106.883 285.063 194.773
1047 88 3 0.0 107.379 285.946 195.933
1048 88 3 0.0 107.776 286.829 197.093
1049 88 3 0.0 108.272 287.712 198.253
1050 88 3 0.0 108.668 288.595 199.413
1051 88 3 0.0 109.164 289.478 200.573
1052 88 3 0.0 109.561 290.361 201.734
1053 88 3 0.0 110.057 291.244 202.894
1054 88 3 0.0 110.454 292.127 204.054
1055 88 3 0.0 110.950 293.009 205.214
1056 88 3 0.0 111.347 293.892 206.374
1057 89 3 0.0 79.066 281.700 164.641
1058 89 3 0.0 78.121 282.605 165.036
1059 89 3 0.0 76.940 283.510 165.431
1060 89 3 0.0 75.995 284.416 165.826
1061 89 3 0.0 74.813 285.321 166.221
1062 89 3 0.0 73.868 286.227 166.616
1063 89 3 0.0 72.687 287.132 167.011
1064 89 3 0.0 71.742 288.038 167.406
1065 89 3 0.0 70.560 288.943 167.801
1066 89 3 0.0 69.615 289.849 168.196
1067 89 3 0.0 68.434 290.754 168.591
1068 89 3 0.0 67.489 291.659 168.986
1069 90 3 0.0 101.742 296.431 185.015
1070 90 3 0.0 101.858 296.560 186.542
1071 90 3 0.0 102.002 296.689 188.070
1072 90 3 0.0 102.117 296.818 189.598
1073 90 3 0.0 102.262 296.946 191.126
1074 90 3 0.0 102.377 297.075 192.654
1075 90 3 0.0 102.522 297.204 194.181
1076 90 3 0.0 102.637 297.333 195.709
1077 90 3 0.0 102.781 297.461 197.237
1078 90 3 0.0 102.897 297.590 198.765
1079 90 3 0.0 103.041 297.719 200.293
1080 90 3 0.0 103.157 297.848 201.820
1081 91 3 0.0 112.618 308.327 158.993
1082 91 3 0.0 111.818 308.923 157.984
1083 91 3 0.0 110.819 309.519 156.976
1084 91 3 0.0 110.019 310.114 155.967
1085 91 3 0.0 109.019 310.710 154.959
1086 91 3 0.0 108.219 311.306 153.950
1087 91 3 0.0 107.219 311.902 152.942
1088 91 3 0.0 106.419 312.497 151.933
1089 91 3 0.0 105.420 313.093 150.925
1090 91 3 0.0 104.620 313.689 149.916
1091 91 3 0.0 103.620 314.285 148.908
1092 91 3 0.0 102.820 314.880 147.899
1093 92 3 0.0 93.270 309.786 194.947
1094 92 3 0.0 93.270 309.788 193.407
1095 92 3 0.0 93.271 309.789 191.867
1096 92 3 0.0 93.272 309.791 190.327
1097 92 3 0.0 93.273 309.793 188.787
1098 92 3 0.0 93.274 309.794 187.247
1099 92 3 0.0 93.274 309.796 185.707
1100 92 3 0.0 93.275 309.797 184.167
1101 92 3 0.0 93.276 309.799 182.627
1102 92 3 0.0 93.277 309.801 181.087
1103 92 3 0.0 93.278 309.802 179.547
1104 92 3 0.0 93.278 309.804 178.007
1105 93 3 0.0 90.336 289.010 169.843
1106 93 3 0.0 89.673 288.637 171.086
1107 93 3 0.0 88.845 288.263 172.329
1108 93 3 0.0 88.182 287.890 173.573
1109 93 3 0.0 87.354 287.516 174.816
1110 93 3 0.0 86.691 287.143 176.060
1111 93 3 0.0 85.863 286.769 177.303
1112 93 3 0.0 85.200 286.396 178.546
1113 93 3 0.0 84.372 286.023 179.790
1114 93 3 0.0 83.709 285.649 181.033
1115 93 3 0.0 82.881 285.276 182.277
1116 93 3 0.0 82.218 284.902 183.520
1117 94 3 0.0 106.256 289.909 187.659
1118 94 3 0.0 105.057 289.581 187.522
1119 94 3 0.0 103.559 289.253 187.386
1120 94 3 0.0 102.360 288.924 187.250
1121 94 3 0.0 100.862 288.596 187.113
1122 94 3 0.0 99.663 288.268 186.977
1123 94 3 0.0 98.165 287.939 186.841
1124 94 3 0.0 96.966 287.611 186.704
1125 94 3 0.0 95.467 287.283 186.568
1126 94 3 0.0 94.269 286.954 186.432
1127 94 3 0.0 92.770 286.626 186.296
1128 94 3 0.0 91.572 286.298 186.159
1129 95 3 0.0 112.332 292.019 170.306
1130 95 3 0.0 111.378 292.240 171.255
1131 95 3 0.0 110.185 292.462 172.203
1132 95 3 0.0 109.230 292.684 173.152
1133 95 3 0.0 108.038 292.906 174.100
1134 95 3 0.0 107.083 293.127 175.049
1135 95 3 0.0 105.891 293.349 175.997
1136 95 3 0.0 104.936 293.571 176.946
1137 95 3 0.0 103.743 293.793 177.894
1138 95 3 0.0 102.789 294.014 178.842
1139 95 3 0.0 101.596 294.236 179.791
1140 95 3 0.0 100.642 294.458 180.739
1141 96 3 0.0 110.163 315.661 162.422
1142 96 3 0.0 109.318 315.128 163.406
1143 96 3 0.0 108.260 314.595 164.391
1144 96 3 0.0 107.414 314.062 165.376
1145 96 3 0.0 106.357 313.529 166.360
1146 96 3 0.0 105.511 312.996 167.345
1147 96 3 0.0 104.454 312.463 168.330
1148 96 3 0.0 103.608 311.930 169.314
1149 96 3 0.0 102.551 311.396 170.299
1150 96 3 0.0 101.705 310.863 171.284
1151 96 3 0.0 100.648 310.330 172.268
1152 96 3 0.0 99.802 309.797 173.253
1153 97 3 0.0 83.887 297.580 188.006
1154 97 3 0.0 84.183 298.369 189.276
1155 97 3 0.0 84.553 299.159 190.545
1156 97 3 0.0 84.850 299.948 191.815
1157 97 3 0.0 85.220 300.737 193.085
1158 97 3 0.0 85.516 301.526 194.354
1159 97 3 0.0 85.886 302.315 195.624
1160 97 3 0.0 86.182 303.104 196.893
1161 97 3 0.0 86.552 303.894 198.163
1162 97 3 0.0 86.849 304.683 199.432
1163 97 3 0.0 87.219 305.472 200.702
1164 97 3 0.0 87.515 306.261 201.971
1165 98 3 0.0 119.849 283.616 164.963
1166 98 3 0.0 120.186 283.197 166.383
1167 98 3 0.0 120.607 282.778 167.804
1168 98 3 0.0 120.944 282.359 169.225
1169 98 3 0.0 121.366 281.940 170.646
1170 98 3 0.0 121.703 281.521 172.066
1171 98 3 0.0 122.124 281.102 173.487
1172 98 3 0.0 122.461 280.683 174.908
1173 98 3 0.0 122.883 280.264 176.329
1174 98 3 0.0 123.220 279.845 177.749
1175 98 3 0.0 123.641 279.426 179.170
1176 98 3 0.0 123.978 279.007 180.591
1177 99 3 0.0 107.033 285.049 186.879
1178 99 3 0.0 107.021 284.953 185.342
1179 99 3 0.0 107.006 284.858 183.805
1180 99 3 0.0 106.994 284.762 182.268
1181 99 3 0.0 106.978 284.666 180.731
1182 99 3 0.0 106.966 284.571 179.194
1183 99 3 0.0 106.951 284.475 177.657
1184 99 3 0.0 106.939 284.379 176.120
1185 99 3 0.0 106.924 284.284 174.583
1186 99 3 0.0 106.912 284.188 173.046
1187 99 3 0.0 106.897 284.092 171.509
1188 99 3 0.0 106.885 283.996 169.972
1189 100 3 0.0 85.185 316.372 164.688
1190 100 3 0.0 85.248 316.449 163.151
1191 100 3 0.0 85.326 316.526 161.615
1192 100 3 0.0 85.389 316.603 160.079
1193 100 3 0.0 85.467 316.680 158.543
1194 100 3 0.0 85.530 316.756 157.007
1195 100 3 0.0 85.608 316.833 155.471
1196 100 3 0.0 85.671 316.910 153.935
1197 100 3 0.0 85.749 316.987 152.399
1198 100 3 0.0 85.812 317.064 150.863
1199 100 3 0.0 85.890 317.141 149.327
1200 100 3 0.0 85.953 317.218 147.791

Bonds

1 1 1 2
2 1 2 3
3 1 3 4
4 1 4 5
5 1 5 6
6 1 6 7
7 1 7 8
8 1 8 9
9 1 9 10
10 1 10 11
11 1 11 12
12 1 13 14
13 1 14 15
14 1 15 16
15 1 16 17
16 1 17 18
17 1 18 19
18 1 19 20
19 1 20 21
20 1 21 22
21 1 22 23
22 1 23 24
23 1 25 26
24 1 26 27
25 1 27 28
26 1 28 29
27 1 29 30
28 1 30 31
29 1 31 32
30 1 32 33
31 1 33 34
32 1 34 35
33 1 35 36
34 1 37 38
35 1 38 39
36 1 39 40
37 1 40 41
38 1 41 42
39 1 42 43
40 1 43 44
41 1 44 45
42 1 45 46
43 1 46 47
44 1 47 48
45 1 49 50
46 1 50 51
47 1 51 52
48 1 52 53
49 1 53 54
50 1 54 55
51 1 55 56
52 1 56 57
53 1 57 58
54 1 58 59
55 1 59 60
56 1 61 62
57 1 62 63
58 1 63 64
59 1 64 65
60 1 65 66
61 1 66 67
62 1 67 68
63 1 68 69
64 1 69 70
65 1 70 71
66 1 71 72
67 1 73 74
68 1 74 75
69 1 75 76
70 1 76 77
71 1 77 78
72 1 78 79
73 1 79 80
74 1 80 81
75 1 81 82
76 1 82 83
77 1 83 84
78 1 85 86
79 1 86 87
80 1 87 88
81 1 88 89
82 1 89 90
83 1 90 91
84 1 91 92
85 1 92 93
86 1 93 94
87 1 94 95
88 1 95 96
89 1 97 98
90 1 98 99
91 1 99 100
92 1 100 101
93 1 101 102
94 1 102 103
95 1 103 104
96 1 104 105
